Date;Consultant_Email;Client_Account_Number;Channel;Stakeholder;Query_Category;Query_Status;Resolution_Time_Hours;SLA_Met
2025-01-21;naledi.maseko@bank.co.za;ACC37140695;Email;Relationship Banker;Technical;Resolved;15,3;Yes
2025-04-19;sibusiso.khanyile@bank.co.za;ACC32449212;Email;Relationship Banker;Onboarding;Escalated;39,9;No
2025-02-05;keketso.sangweni@bank.co.za;ACC69010009;Call;Relationship Banker;Payments;Resolved;7,5;Yes
2025-03-29;sibusiso.khanyile@bank.co.za;ACC26802947;Call;Relationship Banker;Technical;Resolved;23,4;Yes
2025-11-12;keketso.sangweni@bank.co.za;ACC16477082;Call;Other;Account Maintenance;Resolved;6,8;Yes
2025-11-26;sibusiso.khanyile@bank.co.za;ACC36685474;Call;Other;Payments;Resolved;4,5;Yes
2025-04-06;zanele.mabaso@bank.co.za;ACC24850242;Call;Client;Technical;Resolved;18,8;Yes
2025-07-07;keketso.sangweni@bank.co.za;ACC16446168;Call;Client;Account Maintenance;Resolved;2,5;Yes
2025-07-13;keketso.sangweni@bank.co.za;ACC63039180;Call;Client;Account Maintenance;Transfer to Different Dept;17,9;Yes
2025-08-22;thabo.mokoena@bank.co.za;ACC43037260;Call;Other;Account Maintenance;Resolved;10,5;Yes
2025-06-09;lerato.naidoo@bank.co.za;ACC55290125;Email;Relationship Banker;Payments;Escalated;27,1;No
2025-11-17;thabo.mokoena@bank.co.za;ACC29424870;Call;Client;Account Maintenance;Resolved;9,2;Yes
2025-03-13;zanele.mabaso@bank.co.za;ACC20594379;Email;Client;Technical;Resolved;12;Yes
2025-04-30;zanele.mabaso@bank.co.za;ACC84930898;Call;Relationship Banker;Payments;Transfer to Different Dept;30;No
2025-03-03;zanele.mabaso@bank.co.za;ACC68116659;Call;Other;Account Maintenance;Escalated;55,5;No
2025-08-02;keketso.sangweni@bank.co.za;ACC22607543;Call;Relationship Banker;Onboarding;Resolved;11;Yes
2025-01-26;amanda.dlamini@bank.co.za;ACC52589306;Call;Other;Account Maintenance;Transfer to Different Dept;35,6;No
2025-11-09;keketso.sangweni@bank.co.za;ACC13024616;Email;Other;Technical;Resolved;10,1;Yes
2025-04-08;sibusiso.khanyile@bank.co.za;ACC25010770;Email;Client;Onboarding;Resolved;20,8;Yes
2025-04-18;keketso.sangweni@bank.co.za;ACC52742498;Email;Other;Payments;Resolved;7,4;Yes
2025-12-19;sibusiso.khanyile@bank.co.za;ACC12236819;Email;Relationship Banker;Payments;Pending;;Open
2025-11-02;sibusiso.khanyile@bank.co.za;ACC80298854;Call;Relationship Banker;Digital Banking;Resolved;13,6;Yes
2025-08-12;lerato.naidoo@bank.co.za;ACC31805957;Call;Relationship Banker;Account Maintenance;Resolved;20,3;Yes
2025-08-01;zanele.mabaso@bank.co.za;ACC25749018;Call;Other;Payments;Resolved;19,5;Yes
2025-06-04;brandon.jacobs@bank.co.za;ACC10631167;Email;Client;Account Maintenance;Resolved;3,4;Yes
2025-07-12;lerato.naidoo@bank.co.za;ACC94560235;Email;Other;Account Maintenance;Escalated;35,6;No
2025-04-20;amanda.dlamini@bank.co.za;ACC30029866;Call;Other;Onboarding;Resolved;22,7;Yes
2025-07-11;amanda.dlamini@bank.co.za;ACC61467267;Email;Other;Account Maintenance;Resolved;20,8;Yes
2025-11-15;brandon.jacobs@bank.co.za;ACC99853469;Call;Relationship Banker;Account Maintenance;Resolved;2,9;Yes
2025-03-23;zanele.mabaso@bank.co.za;ACC10777713;Call;Client;Technical;Resolved;9;Yes
2025-09-22;keketso.sangweni@bank.co.za;ACC87040109;Email;Client;Account Maintenance;Resolved;2,7;Yes
2025-11-30;brandon.jacobs@bank.co.za;ACC28489481;Call;Relationship Banker;Technical;Transfer to Different Dept;47,8;No
2025-12-28;thabo.mokoena@bank.co.za;ACC41473637;Email;Client;Technical;Resolved;3,9;Yes
2025-05-27;amanda.dlamini@bank.co.za;ACC46015540;Call;Relationship Banker;Payments;Resolved;4,7;Yes
2025-08-25;zanele.mabaso@bank.co.za;ACC23109998;Email;Client;Digital Banking;Resolved;15;Yes
2025-08-11;naledi.maseko@bank.co.za;ACC38924333;Email;Relationship Banker;Technical;Pending;;Open
2025-06-25;amanda.dlamini@bank.co.za;ACC30961298;Call;Relationship Banker;Technical;Resolved;2,7;Yes
2025-06-17;naledi.maseko@bank.co.za;ACC72799128;Call;Client;Technical;Resolved;8;Yes
2025-04-29;zanele.mabaso@bank.co.za;ACC75165625;Call;Client;Onboarding;Resolved;10,1;Yes
2025-06-30;naledi.maseko@bank.co.za;ACC53332720;Email;Client;Technical;Transfer to Different Dept;45,2;No
2025-06-03;keketso.sangweni@bank.co.za;ACC25008250;Call;Relationship Banker;Digital Banking;Transfer to Different Dept;46,8;No
2025-11-18;thabo.mokoena@bank.co.za;ACC63475578;Call;Client;Technical;Resolved;19,1;Yes
2025-04-13;zanele.mabaso@bank.co.za;ACC28663138;Email;Other;Technical;Escalated;40,4;No
2025-12-14;amanda.dlamini@bank.co.za;ACC35070915;Call;Client;Digital Banking;Resolved;9,1;Yes
2025-07-01;brandon.jacobs@bank.co.za;ACC47968411;Call;Other;Technical;Resolved;3,4;Yes
2025-06-06;zanele.mabaso@bank.co.za;ACC17810005;Call;Other;Account Maintenance;Transfer to Different Dept;31,6;No
2025-01-27;sibusiso.khanyile@bank.co.za;ACC26093021;Call;Other;Digital Banking;Resolved;4,1;Yes
2025-07-14;lerato.naidoo@bank.co.za;ACC76969715;Email;Client;Payments;Escalated;63,4;No
2025-06-19;thabo.mokoena@bank.co.za;ACC10229493;Call;Other;Account Maintenance;Resolved;3;Yes
2025-11-13;keketso.sangweni@bank.co.za;ACC49734656;Email;Relationship Banker;Account Maintenance;Resolved;18,6;Yes
2025-03-16;brandon.jacobs@bank.co.za;ACC78374658;Call;Other;Payments;Escalated;44;No
2025-07-08;sibusiso.khanyile@bank.co.za;ACC33500184;Email;Relationship Banker;Digital Banking;Transfer to Different Dept;30,1;No
2025-01-12;lerato.naidoo@bank.co.za;ACC82552465;Call;Client;Onboarding;Resolved;10,7;Yes
2025-02-20;lerato.naidoo@bank.co.za;ACC79732295;Call;Client;Technical;Resolved;4,6;Yes
2025-09-02;sibusiso.khanyile@bank.co.za;ACC50296516;Call;Client;Payments;Transfer to Different Dept;32,7;No
2025-11-21;keketso.sangweni@bank.co.za;ACC77681781;Call;Client;Digital Banking;Resolved;15,9;Yes
2025-09-02;keketso.sangweni@bank.co.za;ACC79507535;Email;Relationship Banker;Payments;Escalated;71,3;No
2025-11-18;sibusiso.khanyile@bank.co.za;ACC61786889;Email;Other;Account Maintenance;Escalated;46,8;No
2025-03-17;brandon.jacobs@bank.co.za;ACC66594213;Call;Client;Account Maintenance;Escalated;60,1;No
2025-05-10;naledi.maseko@bank.co.za;ACC28413812;Call;Relationship Banker;Payments;Escalated;37,6;No
2025-05-06;amanda.dlamini@bank.co.za;ACC47169778;Email;Client;Technical;Resolved;23,8;Yes
2025-11-05;sibusiso.khanyile@bank.co.za;ACC14952895;Call;Client;Payments;Resolved;20,8;Yes
2025-04-22;amanda.dlamini@bank.co.za;ACC17052027;Email;Other;Account Maintenance;Resolved;19,7;Yes
2025-02-18;brandon.jacobs@bank.co.za;ACC17169837;Call;Relationship Banker;Onboarding;Resolved;11,2;Yes
2025-05-20;lerato.naidoo@bank.co.za;ACC61964245;Email;Client;Onboarding;Resolved;17,2;Yes
2025-12-12;zanele.mabaso@bank.co.za;ACC82733832;Call;Client;Technical;Resolved;7,1;Yes
2025-09-05;brandon.jacobs@bank.co.za;ACC31492729;Call;Relationship Banker;Payments;Escalated;67,9;No
2025-12-20;zanele.mabaso@bank.co.za;ACC44146061;Call;Other;Account Maintenance;Transfer to Different Dept;31,1;No
2025-08-13;naledi.maseko@bank.co.za;ACC54128482;Call;Client;Account Maintenance;Resolved;19,2;Yes
2025-02-16;thabo.mokoena@bank.co.za;ACC16488193;Call;Relationship Banker;Onboarding;Resolved;1,4;Yes
2025-03-09;lerato.naidoo@bank.co.za;ACC45842693;Email;Relationship Banker;Payments;Transfer to Different Dept;21,9;Yes
2025-04-22;naledi.maseko@bank.co.za;ACC20856160;Call;Other;Digital Banking;Transfer to Different Dept;36,5;No
2025-03-29;zanele.mabaso@bank.co.za;ACC23955551;Call;Other;Onboarding;Resolved;18,4;Yes
2025-11-08;zanele.mabaso@bank.co.za;ACC19976908;Email;Client;Payments;Resolved;22;Yes
2025-03-10;thabo.mokoena@bank.co.za;ACC28196178;Call;Relationship Banker;Technical;Resolved;4,3;Yes
2025-04-01;zanele.mabaso@bank.co.za;ACC26024217;Email;Relationship Banker;Account Maintenance;Resolved;4,3;Yes
2025-10-05;naledi.maseko@bank.co.za;ACC58355662;Call;Relationship Banker;Payments;Resolved;19,3;Yes
2025-04-08;brandon.jacobs@bank.co.za;ACC37585189;Call;Relationship Banker;Onboarding;Resolved;17,1;Yes
2025-08-13;brandon.jacobs@bank.co.za;ACC11382654;Email;Relationship Banker;Payments;Resolved;16,5;Yes
2025-11-25;amanda.dlamini@bank.co.za;ACC27006224;Call;Other;Onboarding;Resolved;16,6;Yes
2025-12-15;sibusiso.khanyile@bank.co.za;ACC58823229;Call;Relationship Banker;Onboarding;Resolved;7,1;Yes
2025-02-21;amanda.dlamini@bank.co.za;ACC37916164;Email;Client;Onboarding;Escalated;34,9;No
2025-06-14;naledi.maseko@bank.co.za;ACC59993829;Call;Relationship Banker;Payments;Resolved;2,7;Yes
2025-11-23;brandon.jacobs@bank.co.za;ACC92608370;Call;Other;Digital Banking;Resolved;18;Yes
2025-01-30;thabo.mokoena@bank.co.za;ACC80574604;Email;Relationship Banker;Payments;Resolved;6,3;Yes
2025-11-06;zanele.mabaso@bank.co.za;ACC41306231;Call;Other;Payments;Transfer to Different Dept;41,7;No
2025-10-19;thabo.mokoena@bank.co.za;ACC86919132;Call;Relationship Banker;Digital Banking;Resolved;9,6;Yes
2025-10-27;naledi.maseko@bank.co.za;ACC91839168;Call;Relationship Banker;Account Maintenance;Resolved;17,1;Yes
2025-06-29;brandon.jacobs@bank.co.za;ACC51433003;Call;Client;Payments;Resolved;17,7;Yes
2025-10-07;thabo.mokoena@bank.co.za;ACC83320159;Email;Client;Account Maintenance;Pending;;Open
2025-07-02;zanele.mabaso@bank.co.za;ACC21690342;Call;Other;Payments;Resolved;17,1;Yes
2025-01-12;zanele.mabaso@bank.co.za;ACC75271050;Call;Client;Payments;Escalated;62,2;No
2025-12-13;naledi.maseko@bank.co.za;ACC49059885;Call;Relationship Banker;Payments;Resolved;23,6;Yes
2025-08-20;amanda.dlamini@bank.co.za;ACC68156038;Email;Other;Technical;Resolved;13,5;Yes
2025-08-21;thabo.mokoena@bank.co.za;ACC82031911;Email;Client;Payments;Escalated;52,6;No
2025-04-07;zanele.mabaso@bank.co.za;ACC68089936;Call;Client;Payments;Resolved;9,4;Yes
2025-04-26;lerato.naidoo@bank.co.za;ACC36583733;Call;Relationship Banker;Payments;Resolved;4,2;Yes
2025-05-19;thabo.mokoena@bank.co.za;ACC45011857;Call;Relationship Banker;Account Maintenance;Escalated;43,2;No
2025-11-25;keketso.sangweni@bank.co.za;ACC59304534;Email;Other;Digital Banking;Resolved;20,6;Yes
2025-09-20;brandon.jacobs@bank.co.za;ACC89764278;Call;Other;Payments;Escalated;42,6;No
2025-10-22;thabo.mokoena@bank.co.za;ACC99963725;Call;Client;Account Maintenance;Resolved;20,3;Yes
2025-05-28;brandon.jacobs@bank.co.za;ACC93027525;Call;Relationship Banker;Onboarding;Resolved;22,1;Yes
2025-12-22;thabo.mokoena@bank.co.za;ACC20668169;Call;Relationship Banker;Account Maintenance;Resolved;19,2;Yes
2025-11-09;sibusiso.khanyile@bank.co.za;ACC27938380;Call;Other;Payments;Resolved;10,8;Yes
2025-08-17;amanda.dlamini@bank.co.za;ACC70865937;Email;Relationship Banker;Payments;Resolved;12,8;Yes
2025-08-29;amanda.dlamini@bank.co.za;ACC36257409;Email;Client;Payments;Transfer to Different Dept;21,4;Yes
2025-08-08;lerato.naidoo@bank.co.za;ACC40342133;Call;Client;Technical;Escalated;62,3;No
2025-01-28;naledi.maseko@bank.co.za;ACC64143679;Call;Relationship Banker;Technical;Resolved;12,1;Yes
2025-10-26;zanele.mabaso@bank.co.za;ACC46843931;Email;Relationship Banker;Account Maintenance;Pending;;Open
2025-11-04;brandon.jacobs@bank.co.za;ACC81894372;Email;Other;Payments;Escalated;42,5;No
2025-03-08;naledi.maseko@bank.co.za;ACC87256945;Email;Client;Payments;Transfer to Different Dept;44,3;No
2025-09-30;zanele.mabaso@bank.co.za;ACC92995200;Email;Relationship Banker;Payments;Escalated;70,8;No
2025-03-07;brandon.jacobs@bank.co.za;ACC38298543;Email;Relationship Banker;Payments;Resolved;19,2;Yes
2025-10-06;thabo.mokoena@bank.co.za;ACC79636509;Email;Other;Technical;Pending;;Open
2025-12-24;thabo.mokoena@bank.co.za;ACC54147142;Email;Other;Account Maintenance;Resolved;7,6;Yes
2025-02-15;amanda.dlamini@bank.co.za;ACC78304773;Call;Other;Technical;Resolved;13,3;Yes
2025-02-08;thabo.mokoena@bank.co.za;ACC36846805;Call;Other;Onboarding;Resolved;21,2;Yes
2025-05-22;brandon.jacobs@bank.co.za;ACC13995885;Call;Client;Payments;Transfer to Different Dept;45;No
2025-02-17;naledi.maseko@bank.co.za;ACC50630470;Call;Relationship Banker;Payments;Transfer to Different Dept;47,4;No
2025-03-26;thabo.mokoena@bank.co.za;ACC11422802;Call;Other;Technical;Resolved;6,2;Yes
2025-11-14;zanele.mabaso@bank.co.za;ACC35807989;Call;Relationship Banker;Account Maintenance;Transfer to Different Dept;40,7;No
2025-10-20;zanele.mabaso@bank.co.za;ACC20321452;Email;Other;Technical;Pending;;Open
2025-12-07;amanda.dlamini@bank.co.za;ACC58234082;Call;Client;Account Maintenance;Resolved;20,6;Yes
2025-01-25;zanele.mabaso@bank.co.za;ACC63235955;Call;Client;Onboarding;Resolved;12,5;Yes
2025-08-26;brandon.jacobs@bank.co.za;ACC52632962;Call;Client;Payments;Resolved;12,9;Yes
2025-07-06;brandon.jacobs@bank.co.za;ACC26004234;Email;Other;Account Maintenance;Resolved;23,3;Yes
2025-12-22;thabo.mokoena@bank.co.za;ACC14818203;Call;Client;Technical;Resolved;12,2;Yes
2025-12-02;lerato.naidoo@bank.co.za;ACC59487837;Call;Relationship Banker;Account Maintenance;Resolved;9,4;Yes
2025-11-18;lerato.naidoo@bank.co.za;ACC66191138;Call;Relationship Banker;Account Maintenance;Resolved;9,9;Yes
2025-12-11;amanda.dlamini@bank.co.za;ACC27636374;Call;Relationship Banker;Payments;Resolved;20,6;Yes
2025-09-05;thabo.mokoena@bank.co.za;ACC43613634;Email;Client;Payments;Resolved;1,5;Yes
2025-01-02;sibusiso.khanyile@bank.co.za;ACC40249525;Call;Client;Payments;Resolved;18,8;Yes
2025-12-04;zanele.mabaso@bank.co.za;ACC96001168;Call;Client;Payments;Resolved;9,6;Yes
2025-04-28;keketso.sangweni@bank.co.za;ACC36296304;Call;Relationship Banker;Payments;Resolved;23,2;Yes
2025-09-17;keketso.sangweni@bank.co.za;ACC44290791;Call;Relationship Banker;Payments;Pending;;Open
2025-02-09;amanda.dlamini@bank.co.za;ACC75108382;Call;Client;Payments;Escalated;31;No
2025-01-13;sibusiso.khanyile@bank.co.za;ACC12492439;Call;Relationship Banker;Technical;Escalated;24,3;No
2025-05-15;amanda.dlamini@bank.co.za;ACC90878773;Email;Relationship Banker;Payments;Resolved;4,5;Yes
2025-07-30;lerato.naidoo@bank.co.za;ACC96031411;Email;Client;Technical;Resolved;5;Yes
2025-06-11;zanele.mabaso@bank.co.za;ACC40285446;Email;Other;Technical;Transfer to Different Dept;34,9;No
2025-03-23;thabo.mokoena@bank.co.za;ACC90872318;Call;Other;Onboarding;Resolved;14,4;Yes
2025-07-28;brandon.jacobs@bank.co.za;ACC38908989;Call;Client;Payments;Resolved;5,3;Yes
2025-01-03;thabo.mokoena@bank.co.za;ACC99685079;Call;Relationship Banker;Payments;Resolved;1,7;Yes
2025-11-02;amanda.dlamini@bank.co.za;ACC62578424;Call;Client;Technical;Resolved;16,3;Yes
2025-12-06;keketso.sangweni@bank.co.za;ACC11300691;Call;Client;Payments;Resolved;23,9;Yes
2025-07-15;amanda.dlamini@bank.co.za;ACC38422674;Email;Other;Technical;Resolved;10;Yes
2025-11-02;naledi.maseko@bank.co.za;ACC74648202;Call;Relationship Banker;Account Maintenance;Pending;;Open
2025-10-10;thabo.mokoena@bank.co.za;ACC18671593;Call;Client;Digital Banking;Transfer to Different Dept;25,6;No
2025-03-04;keketso.sangweni@bank.co.za;ACC77769432;Email;Relationship Banker;Account Maintenance;Resolved;17,9;Yes
2025-05-30;amanda.dlamini@bank.co.za;ACC89417607;Call;Other;Technical;Resolved;19,4;Yes
2025-01-28;brandon.jacobs@bank.co.za;ACC47465518;Email;Client;Technical;Escalated;60,7;No
2025-07-23;thabo.mokoena@bank.co.za;ACC65965986;Call;Relationship Banker;Technical;Resolved;5,3;Yes
2025-01-25;zanele.mabaso@bank.co.za;ACC81966699;Call;Relationship Banker;Account Maintenance;Resolved;21,3;Yes
2025-01-15;amanda.dlamini@bank.co.za;ACC36977908;Call;Relationship Banker;Account Maintenance;Resolved;23,8;Yes
2025-04-09;sibusiso.khanyile@bank.co.za;ACC75080320;Email;Client;Account Maintenance;Resolved;16,6;Yes
2025-08-29;lerato.naidoo@bank.co.za;ACC80236779;Call;Other;Digital Banking;Resolved;15,6;Yes
2025-06-10;keketso.sangweni@bank.co.za;ACC23557520;Call;Relationship Banker;Account Maintenance;Resolved;23,6;Yes
2025-02-18;zanele.mabaso@bank.co.za;ACC91826961;Call;Relationship Banker;Account Maintenance;Resolved;8,1;Yes
2025-10-14;lerato.naidoo@bank.co.za;ACC53718650;Call;Relationship Banker;Payments;Resolved;3,2;Yes
2025-01-15;amanda.dlamini@bank.co.za;ACC88369469;Email;Relationship Banker;Onboarding;Resolved;4,6;Yes
2025-09-06;keketso.sangweni@bank.co.za;ACC59428320;Email;Relationship Banker;Onboarding;Resolved;18,5;Yes
2025-02-10;zanele.mabaso@bank.co.za;ACC34416222;Call;Relationship Banker;Digital Banking;Resolved;4;Yes
2025-02-12;sibusiso.khanyile@bank.co.za;ACC87136489;Call;Other;Account Maintenance;Escalated;54,7;No
2025-07-06;zanele.mabaso@bank.co.za;ACC70812420;Email;Client;Technical;Escalated;36,9;No
2025-07-18;thabo.mokoena@bank.co.za;ACC63204955;Call;Other;Technical;Resolved;21,5;Yes
2025-05-09;brandon.jacobs@bank.co.za;ACC16430663;Call;Relationship Banker;Onboarding;Transfer to Different Dept;36;No
2025-02-02;zanele.mabaso@bank.co.za;ACC42149646;Email;Relationship Banker;Onboarding;Resolved;23;Yes
2025-02-08;brandon.jacobs@bank.co.za;ACC48738465;Call;Other;Account Maintenance;Resolved;15,8;Yes
2025-03-02;keketso.sangweni@bank.co.za;ACC49179615;Email;Relationship Banker;Account Maintenance;Resolved;10,5;Yes
2025-12-27;brandon.jacobs@bank.co.za;ACC19301201;Call;Relationship Banker;Account Maintenance;Resolved;5,9;Yes
2025-10-13;brandon.jacobs@bank.co.za;ACC19499678;Email;Other;Technical;Escalated;54,9;No
2025-11-29;zanele.mabaso@bank.co.za;ACC98041356;Call;Client;Payments;Resolved;14,5;Yes
2025-01-19;naledi.maseko@bank.co.za;ACC11768606;Call;Other;Digital Banking;Resolved;8,1;Yes
2025-08-19;keketso.sangweni@bank.co.za;ACC60539476;Call;Other;Onboarding;Resolved;21,5;Yes
2025-02-27;keketso.sangweni@bank.co.za;ACC86840500;Call;Other;Account Maintenance;Resolved;1,9;Yes
2025-05-11;zanele.mabaso@bank.co.za;ACC18423370;Email;Client;Payments;Resolved;20,4;Yes
2025-03-03;zanele.mabaso@bank.co.za;ACC25592014;Call;Client;Account Maintenance;Resolved;15,9;Yes
2025-06-18;brandon.jacobs@bank.co.za;ACC61905379;Call;Client;Onboarding;Escalated;29;No
2025-12-08;keketso.sangweni@bank.co.za;ACC33715237;Call;Client;Technical;Resolved;5,2;Yes
2025-06-24;zanele.mabaso@bank.co.za;ACC66011809;Call;Client;Digital Banking;Resolved;4,1;Yes
2025-01-24;thabo.mokoena@bank.co.za;ACC65593676;Call;Other;Account Maintenance;Transfer to Different Dept;44,8;No
2025-08-16;thabo.mokoena@bank.co.za;ACC46745565;Email;Other;Technical;Resolved;5,2;Yes
2025-02-27;zanele.mabaso@bank.co.za;ACC30689281;Email;Other;Account Maintenance;Pending;;Open
2025-04-24;naledi.maseko@bank.co.za;ACC77993516;Call;Client;Payments;Resolved;15,3;Yes
2025-02-21;naledi.maseko@bank.co.za;ACC23238484;Email;Other;Account Maintenance;Escalated;66,3;No
2025-11-22;thabo.mokoena@bank.co.za;ACC88759965;Call;Other;Digital Banking;Transfer to Different Dept;24;Yes
2025-07-30;zanele.mabaso@bank.co.za;ACC54349971;Call;Client;Payments;Transfer to Different Dept;43,8;No
2025-05-15;thabo.mokoena@bank.co.za;ACC65537816;Call;Relationship Banker;Digital Banking;Resolved;1,5;Yes
2025-12-26;thabo.mokoena@bank.co.za;ACC82924554;Email;Client;Onboarding;Transfer to Different Dept;28,8;No
2025-03-16;sibusiso.khanyile@bank.co.za;ACC13818821;Call;Client;Payments;Transfer to Different Dept;27,1;No
2025-12-19;lerato.naidoo@bank.co.za;ACC65706068;Email;Other;Digital Banking;Resolved;5;Yes
2025-01-26;thabo.mokoena@bank.co.za;ACC79690384;Call;Other;Payments;Resolved;7,6;Yes
2025-11-24;amanda.dlamini@bank.co.za;ACC29407062;Email;Relationship Banker;Technical;Resolved;23,6;Yes
2025-02-21;zanele.mabaso@bank.co.za;ACC88868359;Call;Other;Account Maintenance;Resolved;17,1;Yes
2025-12-16;lerato.naidoo@bank.co.za;ACC71470633;Email;Relationship Banker;Account Maintenance;Resolved;14,1;Yes
2025-01-04;lerato.naidoo@bank.co.za;ACC37849604;Email;Other;Payments;Transfer to Different Dept;40,9;No
2025-01-02;keketso.sangweni@bank.co.za;ACC15002819;Call;Client;Payments;Resolved;13,3;Yes
2025-08-30;keketso.sangweni@bank.co.za;ACC10751061;Email;Other;Payments;Transfer to Different Dept;40,6;No
2025-01-03;sibusiso.khanyile@bank.co.za;ACC25254407;Email;Client;Technical;Resolved;8,2;Yes
2025-02-17;naledi.maseko@bank.co.za;ACC23048470;Call;Other;Payments;Pending;;Open
2025-08-01;naledi.maseko@bank.co.za;ACC78539014;Email;Client;Account Maintenance;Resolved;7,4;Yes
2025-11-24;amanda.dlamini@bank.co.za;ACC64747365;Call;Relationship Banker;Technical;Resolved;4,4;Yes
2025-06-19;naledi.maseko@bank.co.za;ACC82989965;Email;Relationship Banker;Digital Banking;Resolved;12,5;Yes
2025-03-04;brandon.jacobs@bank.co.za;ACC89614079;Call;Relationship Banker;Digital Banking;Transfer to Different Dept;31,7;No
2025-02-27;zanele.mabaso@bank.co.za;ACC75115065;Email;Client;Onboarding;Escalated;45,9;No
2025-04-12;naledi.maseko@bank.co.za;ACC44824796;Email;Relationship Banker;Onboarding;Resolved;11;Yes
2025-01-27;lerato.naidoo@bank.co.za;ACC96866859;Email;Other;Payments;Pending;;Open
2025-09-15;zanele.mabaso@bank.co.za;ACC53937838;Call;Client;Digital Banking;Transfer to Different Dept;18,9;Yes
2025-03-12;sibusiso.khanyile@bank.co.za;ACC71936598;Call;Other;Technical;Transfer to Different Dept;12,9;Yes
2025-05-11;thabo.mokoena@bank.co.za;ACC78903473;Email;Other;Digital Banking;Resolved;7,6;Yes
2025-12-30;amanda.dlamini@bank.co.za;ACC59857168;Email;Client;Onboarding;Resolved;19,1;Yes
2025-11-16;brandon.jacobs@bank.co.za;ACC54648101;Call;Client;Technical;Resolved;20,3;Yes
2025-12-14;amanda.dlamini@bank.co.za;ACC45270381;Call;Relationship Banker;Account Maintenance;Resolved;17,7;Yes
2025-11-09;thabo.mokoena@bank.co.za;ACC95973550;Call;Other;Digital Banking;Escalated;57,7;No
2025-08-09;amanda.dlamini@bank.co.za;ACC11868461;Call;Other;Digital Banking;Resolved;2,3;Yes
2025-07-11;naledi.maseko@bank.co.za;ACC70403959;Call;Relationship Banker;Payments;Resolved;23,6;Yes
2025-04-16;lerato.naidoo@bank.co.za;ACC20827371;Call;Relationship Banker;Payments;Resolved;1,6;Yes
2025-10-31;zanele.mabaso@bank.co.za;ACC41162064;Email;Relationship Banker;Payments;Transfer to Different Dept;40,1;No
2025-11-11;naledi.maseko@bank.co.za;ACC42304436;Call;Other;Payments;Resolved;23,1;Yes
2025-04-15;sibusiso.khanyile@bank.co.za;ACC81900602;Call;Relationship Banker;Payments;Resolved;5,2;Yes
2025-10-22;naledi.maseko@bank.co.za;ACC91300174;Call;Other;Account Maintenance;Transfer to Different Dept;43,9;No
2025-12-11;amanda.dlamini@bank.co.za;ACC70405214;Call;Relationship Banker;Technical;Resolved;23,4;Yes
2025-12-20;sibusiso.khanyile@bank.co.za;ACC67710412;Call;Client;Payments;Escalated;26,6;No
2025-02-19;lerato.naidoo@bank.co.za;ACC74859573;Call;Relationship Banker;Account Maintenance;Resolved;19,2;Yes
2025-02-02;brandon.jacobs@bank.co.za;ACC70206420;Call;Client;Payments;Escalated;50,7;No
2025-09-03;keketso.sangweni@bank.co.za;ACC66012531;Call;Client;Payments;Resolved;1,4;Yes
2025-02-11;brandon.jacobs@bank.co.za;ACC35776010;Call;Relationship Banker;Account Maintenance;Transfer to Different Dept;31;No
2025-07-27;lerato.naidoo@bank.co.za;ACC98525350;Call;Other;Payments;Escalated;45;No
2025-04-04;brandon.jacobs@bank.co.za;ACC35455089;Email;Relationship Banker;Payments;Resolved;16,6;Yes
2025-01-31;lerato.naidoo@bank.co.za;ACC11741697;Email;Relationship Banker;Account Maintenance;Resolved;14,9;Yes
2025-10-18;sibusiso.khanyile@bank.co.za;ACC31140439;Email;Other;Technical;Resolved;18;Yes
2025-02-03;amanda.dlamini@bank.co.za;ACC94937477;Email;Client;Account Maintenance;Resolved;14;Yes
2025-06-03;zanele.mabaso@bank.co.za;ACC32835406;Call;Other;Technical;Escalated;70,8;No
2025-09-28;thabo.mokoena@bank.co.za;ACC66858939;Call;Client;Payments;Resolved;12,9;Yes
2025-07-14;naledi.maseko@bank.co.za;ACC58899879;Email;Client;Payments;Resolved;19,8;Yes
2025-08-10;thabo.mokoena@bank.co.za;ACC51665203;Call;Other;Payments;Resolved;4,5;Yes
2025-08-06;keketso.sangweni@bank.co.za;ACC96358771;Call;Relationship Banker;Onboarding;Transfer to Different Dept;25,2;No
2025-09-11;lerato.naidoo@bank.co.za;ACC90720306;Call;Client;Technical;Transfer to Different Dept;20,1;Yes
2025-10-31;thabo.mokoena@bank.co.za;ACC40793310;Email;Client;Technical;Resolved;16,4;Yes
2025-05-05;sibusiso.khanyile@bank.co.za;ACC31401286;Call;Relationship Banker;Account Maintenance;Resolved;3,3;Yes
2025-11-26;keketso.sangweni@bank.co.za;ACC86266974;Email;Other;Payments;Resolved;11,6;Yes
2025-04-06;zanele.mabaso@bank.co.za;ACC38589575;Call;Relationship Banker;Technical;Escalated;50,8;No
2025-06-07;keketso.sangweni@bank.co.za;ACC23942006;Email;Relationship Banker;Payments;Resolved;22,1;Yes
2025-02-13;keketso.sangweni@bank.co.za;ACC53459269;Email;Other;Technical;Escalated;32,3;No
2025-03-21;sibusiso.khanyile@bank.co.za;ACC42188759;Call;Client;Account Maintenance;Resolved;17,5;Yes
2025-01-02;thabo.mokoena@bank.co.za;ACC50410553;Call;Client;Payments;Resolved;2,9;Yes
2025-06-25;sibusiso.khanyile@bank.co.za;ACC15427334;Call;Relationship Banker;Account Maintenance;Escalated;33,3;No
